Version,Date,Init,Description
 2.5.17.3.0 (3Q17),8/21/2017,clk,Update Maintenance Laptop Tab                                                                                                                                                                                       +  chg WINT_NetDefGenerator from 02.17.03.09 to 02.17.03.10 (J. Gilleran 8/21/17)                                                                                                                                                                                                         +USDQ chg from 2.5.17.3.1 to 2.5.17.3.2 and USDQ template chg from 2.5.17.3.4 to 2.5.17.3.5 (J. Gilleran 8/21/17)                                                                                                         +
 2.5.17.3.0 (3Q17),8/22/2017,clk,Update IML                                                                                                                                                                                                      + chg WINT_Credential_Builder from 02.17.03.09 to 02.17.03.10 (C. Cadorette 8/22/17)                                                                                                                                                                                                          + chg WINT_WAN_Planning from 02.17.03.09 to 02.17.03.10 (C. Cadorette 8/22/17)                                                                                    + VML  add TransVerse 1.3.1.3 Bld 829 (Wint Release Notes-MDT Deployment Share 8/22/17 and VML Task sequence 8/22/17)
 2.5.17.3.0 (3Q17),8/22/2017,clk,Update Maintenance Laptop Tab                                                                                                                                                                                       +  chg WINT_Credential_Builder from 02.17.03.09 to 02.17.03.10; delete mitigation number (03) (C. Cadorette 8/22/17)                                                                                                                                                                                                + 
 2.5.17.3.0 (3Q17),8/23/2017,clk,Update IML                                                                                                                                                                                                      + Cisco Call Mgr SW (Virtual) chg from 15.5(3)S5 to 15.5(3)S6 (J. Gilleran 8/23/17)                                                                                                                                                                                                          
 2.5.17.3.0 (3Q17),8/24/2017,clk,Update IML                                                                                                                                                                                                      + chg vmDeploymentScripts from 2.5.17.3.6 to 2.5.17.3.7 0 (J. Gilleran 8/23/17)                                                                                                                                                                                                           + chg USDQ-Template from 2.5.17.3.5 to 2.5.17.3.6  (J. Gilleran 8/23/17)                                                                                                        +  
 2.5.17.3.0 (3Q17),8/24/2017,clk,Update Maintenance Laptop Tab                                                                                                                                                                                       + chg vmDeploymentScripts from 2.5.17.3.6 to 2.5.17.3.7 0 (J. Gilleran 8/23/17)                                                                                                                                                                                                           + chg USDQ-Template from 2.5.17.3.5 to 2.5.17.3.6  (J. Gilleran 8/23/17)                                                                                                                                                                                                     + 
 2.5.17.3.0 (3Q17),8/28/2017,clk,Update IML                                                                                                                                                                                                      +SNDM and SNDM (tcn-l) delete GOTS MS SQL express 2008 SP3 (DMD-PS deleted and SQL express installed by DMD-PS (J. Habert 2/14/17)                                                                                                                                                                                                                  + PDSS Release Drive add GOTS MS SQL express 2008 SP3  (installed by DMD-PS (J. Habert 2/14/17) )                                                                                                        +  
 2.5.17.3.0 (3Q17),8/28/2017,clk,Update Maintenance Laptop Tab                                                                                                                                                                                                    +PDSS Release Drive tools  add GOTS MS SQL express 2008 SP3  (installed by DMD-PS (J. Habert 2/14/17) )       
 2.5.17.3.0 (3Q17),8/29/2017,clk,Update IML                                                                                                                                                                                                      + GD Riverbed Finalization chg from 2.5.17.3.0 to 2.5.17.3.1 (R. Dias 8/29/17)                                                                                                                                                                                                             +                                                                                                  +  
 2.5.17.3.0 (3Q17),8/29/2017,clk,Update Maintenance Laptop Tab                                                                                                                                                                                                    +GD Riverbed Finalization chg from 2.5.17.3.0 to 2.5.17.3.1 (R. Dias 8/29/17)       
 2.5.17.3.0 (3Q17),8/29/2017,clk,Update IML                                                                                                                                                                                                      + post to sharepoint (sprint 5)                                                                                                                                                                                                                                                                                                +  
 2.5.17.3.0 (3Q17),8/30/2017,clk,Update IML                                                                                                                                                                                                                                     +PHSS chg from 02.05.02.08 to 02.05.02.09 (T. Flynn 8/30/17)                                                                                                                                                                                                            + Apache Struts chg from 2.3.24 to  2.5.8 (doc error updated 4Q16)  (C. Cadorette 8/30/17)                                                                        +USDQ-template chg from  2.5.17.3.6 to 2.5.17.3.7 (J. Gilleran 8/30/17)                                                                                        
 2.5.17.3.0 (3Q17),8/30/2017,clk,Update Maintenance laptop tab                                                                                                                                                                                                                                                                                                   +USDQ-template chg from  2.5.17.3.6 to 2.5.17.3.7 (J. Gilleran 8/30/17)                                                                                        
 2.5.17.3.0 (3Q17),8/30/2017,clk,Update IML (update HBSS bundles per H. Dunham 8/31/17)                                                                                                                                                                                                                                     +HBSS Server: McAfee VirusScan Enterprise Server from 8.8.0.511  to 8.8.0.548; VSE Reports from 1.2.0.311 to 1.2.0.346                                                                                                                                                                                      + HBSS Linux Bundles:McAfee HIPS Linux Client from 8.0.0.3758 (P8) to 8.0.0.4172 (P10) (need new mitigation #);McAfee VSE for Linux from 2.0.3.29216 to 2.0.3.29216 + HF1172954 + HF1156487 (Need Mitigation #)                                                                                +HBSS Windows Client Bundles: McAfee HIPS 8.0.0.3828 (P8) + HF1121080 + HF1116123 to  8.0.0.4210 (P9) + HF1188590; McAfee VSE 8.8.0.1599 (P8) + HF1159675 to 8.8.0.1804 (P9) need new Mitigation #s for both windows updates**
 2.5.17.3.0 (3Q17),8/31/2017,clk,"Update IML                                                                                                                                                                                                                                     +GD RVPS Script Bundle chg from 4Q16 P1 to 3Q17 (H. Werchan 8/15/17)                                                                                                                                                 + MS RPS API/SDK Bundle chg from 4Q16 to 3Q17 (H. Werchan 8/15/17)                                                                                                             + Adobe Flash Player chg from 26.0.0.137 to 26.0.0.151 (Aug 15, 2017 Security Module)                                                                             +Mozilla Firefox from 54.0.1 o 55.0.1 (Aug 15, 2017 Security Module)                                                                           "
 2.5.17.3.0 (3Q17),9/5/2017,clk,Update IML                                                                                                                                                                                                                                     +Chg MDA name from  Multi-Domain Access to SIPR Multi-Domain Access (only SMDA versions)                                                                                                                                +vFW_Config_Tool chg from 2.5.17.3.0 to 2.5.17.3.1 (R. Dias 9/1/17)                                                                                                           +Palo Alto Panorama chg from 7.1.11 to 7.1.12 and  Next Generation Virtual Firewall from 7.1.11 to 7.1.12 (R. Dias 9/1/17)                                                                                                           +WINT_NetDefGenerator chg from 02.17.03.10 to 2.5.17.03.11 (C. Cadorette 9/1/17)                                                                                  +WINT_Credential_Builder chg from 02.17.03.10 to 2.5.17.03.11 (C. Cadorette 9/1/17)                                                                                      +GD/Microsoftproduct  RVPS Script Bundle  3Q17 chg to vendor GD product RVPS Script Bundle 3Q17 ;  Delete GD/Microsoft RVPS Script Bundle ( H. Werchan 8/31/17)                                                                                                                                                                                                          +Microsoft RPS API/SDK Bundle 3Q17 chg to Microsoft RPS SDK/Script Bundle (B. Arguello 9/1/17)                                                           +NetApp_Config chg from 2.5.17.3.1 to 2.5.17.3.2 (C. Neil 9/5/17)                                                                                                                +RPM - delete Microsoft WMF 5.0 - default for all windows so don't list;  (J. Habert 7/5/17)                                                                          +RVP and RVP laptop  - chg WMF from 5.1 to 5.; Microsoft WMF chg from 5.0 to 5.1 and update intended use;   delete new entry WMF 5.1 added for 3Q17 ** delete not mark as red  (J. Habert 7/5/17)                                                                                                                                                       
 2.5.17.3.0 (3Q17),9/5/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                    +vFW_Config_Tool chg from 2.5.17.3.0 to 2.5.17.3.1 (R. Dias 9/1/17)                                                                                                              +WINT_NetDefGenerator chg from 02.17.03.10 to 2.5.17.03.11 (C. Cadorette 9/1/17)                                                                                     +WINT_Credential_Builder chg from 02.17.03.10 to 2.5.17.03.11 (C. Cadorette 9/1/17)                                                                                 +NetApp_Config chg from 2.5.17.3.1 to 2.5.17.3.2 (C. Neil 9/5/17)
 2.5.17.3.0 (3Q17),9/6/2017,clk,"Update IML                                                                                                                                                                                                                                     +add Pragma Fortress 5.00.0009; chg MNT from Pragma 5.0.10  to 5.00.0009 (M. Buckley 8/15/17)                                                                                                                        +add LCCE ID for USDQ-Template (I. Howard 7/26/17)                                                                                                                                               + add Mitigation #s for windows HBSS products, CPOF and TIGR (T. Hamiliton 9/6/17)                                                                                +MNT - delete Power Shell 5.1 and add MS WMF 5.1 (consistent with RVP); delete Power Shell 5.1 (M. Buckley 9/6/17)                             +MNT add Microsoft RPS SDK/Script Bundle 3Q17 and  GD RVPS Script Bundle 3Q17 (H.  Werchan MNT spread sheet 8/10/17)                                       +MNT add MS SMA 2012 R2 CU3  (H.  Werchan chart 8/10/17)                                                                                                                       +add GOTS MS SQL Server standard (64 bt) 2012 SP1 and add to MNT  and RVP (M.  Buckley 9/6/17; H. Werchan 9/6/17)                                                                              +MNT add MS Access Database Engine 2010 (H.  Werchan chart 8/10/17)                                                                                                    +MNT  - add LAPS 6.0.1 back in not deleted in 3Q17  (per OS base MNT Release NOtes 8/15/17)                                                                +GOTS DMD-PS 7.0 delete from PDSS Release drive  (W. Krumpholz 9/6/7)                                                                                                   +update all NMS bundles (WINT_xxxx)  to 2.5.17.03.11 except WINT_NetStatusService is 2.5.17.03.12 ( Note WINT_NetdefGenerator and Credential_Builder already at 2.5.17.3.11 (C. Cadorette 9/6/17)                                                                                                             +MNT and RVPS add MS Report Viewer 2012 ( (H.  Werchan MNT spread sheet 8/10/17)                                                                                      "
 2.5.17.3.0 (3Q17),9/6/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                    +GOTS DMD-PS 7.0 delete from PDSS Release drive  (W. Krumpholz 9/6/7)                                                                                                                                                                                                +MNT  - add LAPS 6.0.1 back in not deleted in 3Q17  (per OS base MNT Release NOtes 8/15/17)                                                               +MNT - delete Power Shell 5.1 and add MS WMF 5.1 (consistent with RVP); delete Power Shell 5.1 (M. Buckley 9/6/17)                            + chg Pragma Fortress from 5.0.10 to 5.00.0009 (For Mnt laptop)   (M. Buckley 8/15/17)               
 2.5.17.3.0 (3Q17),9/7/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +Wireshark Network Analyzer chg from 2.2.7 to 2.4.0 (MNT rlse notes 9/6/17)                                                                                             +hide RVP Laptop column  (BZ)  not on this release                                                                                                                                       +USDQ-template change from 2.5.17.3.7 to 2.5.17.3.8 (J. Kent 9/7/17)                                                                                                         +add mitigation # (01) for Cisco C.M. sw (virtual)  10.5.2.15900.8 (T. Hamilton 9/7/17)                                                                                  +hide LCCE ID column and Mitigation # column (G and J)                             
 2.5.17.3.0 (3Q17),9/7/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       +MNT add Microsoft RPS SDK/Script Bundle 3Q17 and  GD RVPS Script Bundle 3Q17 (H.  Werchan MNT spread sheet 8/10/17)              ++MNT add MS SMA 2012 R2 CU3  (H.  Werchan chart 8/10/17)                                                                                                                       +add GOTS MS SQL Server standard (64 bt) 2012 SP1 and add to MNT  M.  Buckley 9/6/17; H. Werchan 9/6/17)                                                                                                        +MNT add MS Access Database Engine 2010 (H.  Werchan chart 8/10/17)                                                                                                         +MNT add MS Report Viewer 2012 ( (H.  Werchan MNT spread sheet 8/10/17)                                                                                             +Wireshark Network Analyzer chg from 2.2.7 to 2.4.0 (MNT rlse notes 9/6/17)                                                                                                 +USDQ-template change from 2.5.17.3.7 to 2.5.17.3.8 (J. Kent 9/7/17)                                                  
 2.5.17.3.0 Draft (3Q17),9/7/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                    +post to sharepoint for flat BOM for CM master Rel 3.0   drive                                                                                                                                                               +                
 2.5.17.3.1 (3Q17),9/8/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +chg Powershell 5.1 back to yellow highlight and add to MNT and Chg RVP from Powershell 5 to 5.1  (H. Werchan 9/7/17)                                                                                                                                                                                                                          +vmDeployomentScripts chg from 2.5.17.3.7 to 2.5.17.3.9 (J. Gilleran 9/8/17)
 2.5.17.3.1 (3Q17),9/8/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       +chg Powershell 5.1 back to yellow highlight and add to MNT (H. Werchan 9/7/17)                                                                                                 ++vmDeployomentScripts chg from 2.5.17.3.7 to 2.5.17.3.9 (J. Gilleran 9/8/17)            
 2.5.17.3.1 (3Q17),9/15/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +Indicate VCT not deployed for 3Q17 (purple HIghlight) (W. Krumpholz 9/14/17 (from D. Cerce))                                                                                                                                                                                                                    + vmDeployment Scripts chg from 2.5.17.3.9 to 2.5.17.3.10 (G. Glass 9/15/17)
 2.5.17.3.1 (3Q17),9/15/2017,clk,"Update NOSC-D Lot 2, NOSC-B Lot2, NOSC Lot 3 and NOSC-L  removed deployment VCT  ((W. Krumpholz 9/14/17)                                                                                                                +delete qty 3 server VM for VCT "
 2.5.17.3.1 (3Q17),9/15/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          +vmDeployment Scripts chg from 2.5.17.3.9 to 2.5.17.3.10 (G. Glass 9/15/17)       
 2.5.17.3.1 (3Q17),9/18/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +USDQ-Template chg from 2.5.17.3.8 to 2.5.17.3.9 (J. Kent 9/15/17)                                                                                                                                                                                                      + add GD NetStatus Client (no version) to MNT (doc error found in 1/2014 rlse)  (Need LCCE and PLM #) (per MNT Release notes M. Buckley 9/7/17)
 2.5.17.3.1 (3Q17),9/18/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          +USDQ-Template chg from 2.5.17.3.8 to 2.5.17.3.9 (J. Kent 9/15/17)                                                                                                            + add GD NetStatusClient (no version) to MNT (doc error found in 1/2014) (per MNT Release notes M. Buckley 9/7/17)
 2.5.17.3.1 (3Q17),9/18/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +post to sharepoint for Sprint 6                                                                                                                                                                                              +  
 2.5.17.3.1 (3Q17),9/20/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +USDQ-Template chg from 2.5.17.3.9 to 2.5.17.3.10 (J. Kent 9/19/17)                                                                                                                                                                                                      + MNT - delete Snmpc Workgroup edition 9.0.11.6  (M. Buckley 9/20/17 (and 9/6/17 MNT rlse notes)                                                           +GOTS MS SQL Express 2008 SP3  delete from PDSS Release drive ( installed via DMD-PS 7.0 but DMD deleted)  (W. Krumpholz 9/6/7)   
 2.5.17.3.1 (3Q17),9/20/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           +USDQ-Template chg from 2.5.17.3.9 to 2.5.17.3.10 (J. Kent 9/19/17)                                                                                                                                                                                                      + MNT - delete Snmpc Workgroup edition 9.0.11.6  (M. Buckley 9/20/17 (and 9/6/17 MNT rlse notes)                                                               +GOTS MS SQL Express 2008 SP3  delete from PDSS Release drive tools ( installed via DMD-PS 7.0 but DMD deleted)  (W. Krumpholz 9/6/7)  
 2.5.17.3.1 (3Q17),9/21/2017,clk,"Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           +MS Report Viewer 2012  - add mitigation # (01)  (see IML)                                                                                                                         + Adobe Flash Player chg from 26.0.0.137 to 26.0.0.151 (Aug 15, 2017 Security Module)                                                                             +Mozilla Firefox from 54.0.1 o 55.0.1 (Aug 15, 2017 Security Module)                                                                                                                                                                                                                     "
 2.5.17.3.1 (3Q17),9/21/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +post to sharepoint for Sprint 6 with additional updates/corrections                                                                                                                                                                                           +  
 2.5.17.3.1 (3Q17),9/25/2017,clk,Update IML                                                                                                                                                                                                                          + PHSS Package chg from 2.5.2.9 to 2.5.2.10 (T. Flynn 9/15/17)                                                                                                                                                                                                     + vmDeployment Scripts chg from 2.5.17.3.10 to 2.5.17.3.11 (G. Glass 9/15/17)                                                                                                                                                                                                                                 + USDQ-Template chg from 2.5.17.3.10 to 2.5.17.3.11 (J. Kent 9/21/17)    
 2.5.17.3.1 (3Q17),9/25/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           + vmDeployment Scripts chg from 2.5.17.3.10 to 2.5.17.3.11 (G. Glass 9/15/17)                                                                                                                   +USDQ-Template chg from 2.5.17.3.10 to 2.5.17.3.11 (J. Kent 9/21/17)                                                                                                                                                                                                    
 2.5.17.3.1 (3Q17),9/26/2017,clk,"Update IML                                                                                                                                                                                                                          +vSphere Enterprise Plus 6 (hypervisor) chg from v 6 to 6 U3 (G. Lewis 9/25/17)                                                                                                                                                                                  + WINT_NetStatusService chg from 2.5.17.03.12 to 2.5.17.3.13 (NRM Rls Notes and PDSS Release notes 9/23/17)                                                       + WINT_SKISetup chg from 2.5.17.03.11 to 2.5.17.3.13 (NMS SVD 2.5.17.3.13 and PDSS Release notes 9/23/17)                                        +WINT_DDTSetup 2.5.17.3.11 add to VML, NMC (per INSTALL-NMSBundles.ps1 (had been deleted for NIE))         "
 2.5.17.3.1 (3Q17),9/27/2017,clk,"Update IML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +WINT_DDTSetup 2.5.17.3.11 add to HDM, DCM (doc error not part of NIE) (per INSTALL-NMSBundles.ps1)                                                 +add new image DCM (NOSC-L) and add all products from DCM to DCM (NOSC-L) except WINT_DDTSetup (per devices.xml)                                       +MON (NOSC-L) add WINT_ReferecneGuides and WINT_Troubleshooting (per INSTALL-NMSBundles.ps1)                                               +Palo Alto Panorama ch from 7.1.12 to 7.1.12-h1 and Palo Alto Next Gen vfw ch from 7.1.12 t 7..12-h1 (R. Dias 9/27/17)                           +GD Riverbed Finalization chg from 2.5.17.3.1 to 2.5.17.3.2 (R. Dias 9/27/17)                                                                                              +vFW_Config_Tool chg from 2.5.17.3.1 to 2.5.17.3.2 (R. Dias 9/27/17)                                                                                                         +SNDM, NNDM, XNMD add WINT_ReferenceGuides and WINT_Troubleshooting (Doc error) (per INSTALL-NMSBundles.ps1)                           +N/X WNMA laptop and SWNMA laptop   add WINT_ReferenceGuides and WINT_Troubleshooting not deleted by 3Q17 (per INSTALL-NMSBundles.ps1)                                                                                                                                                                                              +N/X WNMA laptop and SWNMA laptop   add NodeShutdown   (per INSTALL-NMSBundles.ps1 and devices.XML)                                                                                                                                                                                                                               "
 2.5.17.3.1 (3Q17),9/27/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   +GD Riverbed Finalization chg from 2.5.17.3.1 to 2.5.17.3.2 (R. Dias 9/27/17)                                                                                              +vFW_Config_Tool chg from 2.5.17.3.1 to 2.5.17.3.2 (R. Dias 9/27/17)                                                                                                                                   
 2.5.17.3.1 (3Q17),9/27/2017,clk,Update all CIs  = add new image DCM (NOSC-L) after DCM                                                                                                                                                                                                                                                                                                                                                                                                                 Update NOSC-L  CI                                                                                                                                                                                                       +delete DCM qty 2 GETAC and add DCM (NOSC-L) qty 2 GETAC and adjust smartcard and ActivClient formulas                                             +                                                                                                                                                                                                                             
 2.5.17.3.1 (3Q17),9/28/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                                   + WINT_NetStatusService chg from 2.5.17.03.13 to 2.5.17.03.14 (B. Packer 9/28/17)                                                                                                 + WINT_RemoteServiceProvider chg from 2.5.17.03.11 to 2.5.17.03.15 (B. Packer 9/28/17)                                                                       + vmDeployment Scripts chg from 2.5.17.3.11 to 2.5.17.3.12 (G. Glass 9/28/17)                                                                                            +USDQ-Template chg from 2.5.17.3.11 to 2.5.17.3.12 (J. Kent 9/28/17)                                                                                                         +NetApp_Config chg from 2.5.17.3.2 to 2.5.17.3.3 (C. Neil 9/28/17)                                                                                                              +CPOF chg from 13.04_P1_2Q16_WINT to 13.0.4_P1_2Q17_WINT (M. Grant 9/28/17)                                                                                  +add product Tenable Nessus 6.10.5 and chg DCM from Nessus 6.10.8 to 6.10.5 (J. Habert 9/28/17)                                                                                                                                     
 2.5.17.3.1 (3Q17),9/28/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   + vmDeployment Scripts chg from 2.5.17.3.11 to 2.5.17.3.12 (G. Glass 9/28/17)                                                                                           + +USDQ-Template chg from 2.5.17.3.11 to 2.5.17.3.12 (J. Kent 9/28/17)                                                                                                            +NetApp_Config chg from 2.5.17.3.2 to 2.5.17.3.3 (C. Neil 9/28/17)                                                                                                                                      
 2.5.17.3.1 (3Q17),9/29/2017,clk,Update IML                                                                                                                                                                                                                          +PDSS Release Drive - add Win10PCap 10.2-5002 (M. Buckley 9/29/17)                                                                                                                                                                                + Delete products from VEC (NOSC-L) and delete VEC (NOSC-L) no difference between VEC and VEC (NOSC-L) (J. Habert 9/29/17)    +delete  products from DCM (NOSC-L) and delete DCM (NOSC-L) no difference between DCM and DCM (NOSC-L) (J. Habert 9/29/17)  +WINT_DDTSetup 2.5.17.3.11 add to ENG and ENG (doc error) (Lot 3/NOSC-L) (J. Habert 9/29/17)   
 2.5.17.3.1 (3Q17),9/29/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                         +under tools folder - add Riverbed Win10PCap 10.2-5002 (M. Buckley 9/29/17)                                                                                                                                                                       + 
 2.5.17.3.1 (3Q17),9/29/2017,clk,Update NOSC-L CI                                                                                                                                                                                                                     +delete VEC (NOSC-L) qty 2 Durabook and 15 GETAC; add VEC qty 2 Durabook and 15 GETAC (J. Habert 9/29/17)                                                                                                                                                                 +delete DCM (NOSC-L) qty 2 GETAC; add DCM qty 2 GETAC (J. Habert 9/29/17)       
 2.5.17.3.1 (3Q17),10/2/2017,clk,Update IML                                                                                                                                                                                                                          +add PLm # for NetstatusClient (T. Hamilton 10/2/17)                                                                                                                                                                    + add LCCE # for NetStatusClient (I. Howard 9/30/17)                                                                                                                                        + add mitigation # for CPOF (T. Hamilton 10/2/17) 
 2.5.17.3.1 (3Q17),10/2/2017,clk,Update Maintenance Laptop                                                                                                                                                                                                                          +add PLm # for NetstatusClient (T. Hamilton 10/2/17)                                                                                                                                                                    +  
 2.5.17.3.1 (3Q17),10/3/2017,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                              + ch  SQL server management studio  2012 to 2012 SP3  (*same version as SQL server for RPM) (P. Chan verbal 10/3/17)                                  + add SQL Server management studio 2012 SP 1  and add to MNT and RVP  (H. Werchan 10/2/17)                                                                                                                                                                                                                                                       +MNT and RVP -  and delete GOTS MS SQL Server Standard (64 bit) 2012 SP1 and delete MS SQL Server Standard (64 bit) 2012 SP1 (H. Werchan 10/2/17)                                                                                                                                                                                        + ch MS SMA from 2012 R2 CU 3 to 2016 (H. Werchan 10/3/17)                                                                                                                                                      
